950106013-044	19	23	しかし、並立制が連立政権を求めている	かというと	、そうではない。	1=>W:話題,0=>その他
950106192-005	17	19	また、昨年七月、金日成主席の死去	により	延期された南北首脳会談について「延期を通告してきた北韓の方から開催を要請してくるのが順序だ」と指摘、韓国側から先に、開催を呼びかけない方針を示した。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106055-004	76	78	マラウイからの報道によると、政府の調査委員会は一九八三年五月に「交通事故で死亡」とされた三閣僚、一国会議員の死について、「当時の警察特別機動部隊の指示	により	殺害、事故に偽装された事件」とする報告書を発表した。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106022-002	46	48	韓国のハンギョレ新聞は、六日付早版で、米国が、核問題に関するジュネーブでの米朝米朝包括合意	により	、今月十六日から朝鮮民主主義人民共和国に対して実施していた制裁措置を解除する方針だ、と報じた。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106055-004	10	12	マラウイからの報道	による	と、政府の調査委員会は一九八三年五月に「交通事故で死亡」とされた三閣僚、一国会議員の死について、「当時の警察特別機動部隊の指示により殺害、事故に偽装された事件」とする報告書を発表した。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106005-002	58	60	チェチェン情勢はエリツィン大統領が五日からの首都グロズヌイへの空爆中止を命令したにもかかわらず、同日午後ロシア軍機	による	首都への空爆が行われた。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106127-003	11	13	ビデオ・リサーチ調べ	による	と全日帯は日本テレビ１０・３％、フジテレビ９・５％、ＴＢＳ８・６％、テレビ朝日７・１％の順。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106050-002	3	5	同省	による	と、同国南部のハイデラバードにある核燃料工場に濃縮ウランの第一便が到着したという。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106186-004	3	5	国連	による	対イラク制裁解除に向け、関係の深い仏に一層の協力を求めるのが狙いとみられる。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106187-003	14	16	チェチェン内戦の空爆、戦闘	による	死者の数が増えるにつれて、各国にエリツィン政権に対する憂慮が広がってきた。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106045-003	12	14	モガディシオからの報道	による	と、協定は激戦地となった同市同市内ベルムダ地区へのすべての道路からの兵力撤退など三項目からなり、五日午前六時から発効。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106047-001	24	26	５日朝刊の「ロシア経済に打撃」の記事で、「戦闘	による	出費は一兆ルーブル」は、「約三百三百億円」の誤りでした。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950404054-015	20	22	暫定的な統治機関を設置したあと、総選挙	による	国民和解政府の樹立を目指している。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106005-006	13	15	現地発のＡＦＰ通信の情報	による	と、ロシア軍機は首都中心部にある大統領官邸に爆弾を投下し、十一階建ての同官邸の六階部分の一部が炎上した。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106061-001	52	54	チュニジアからの報道によると、チュニスで開かれていたアラブ内相会議は５日、イスラム原理主義グループなど	による	テロへの共同対処を盛り込んだ共同戦略で合意、閉幕した。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106168-011	17	19	ガリ総長の今回の提案は、国連権限	による	武力行使が事実上、紛争解決や平和維持・創造につながらないという「非武力方針」を打ち出したものだが、「安保理権限」に踏み込んだ部分もあり、今後の論議が注目される。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106168-003	26	28	冷戦終結を受け、国連憲章第七章に基づく武力行使権限	による	強硬手段を志向してきたＰＫＯの事実上の軌道修正で、今後、安保理はガリ提案を検討する。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106180-009	7	9	中西忠夫専務	による	と、「地下でもポケベルは鳴ります」とのこと。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106128-012	3	5	遺族	による	と、松井さんのガイド歴は十年弱。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106055-003	23	25	二年前の閣僚ら四人殺人事件がバンダ政権の指示	による	ものとの疑い。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106005-007	13	15	さらにインタファクス通信	による	と、市内の別の地区にも爆弾が落とされたほか、市内北部にあるドゥダエフ大統領の住宅付近で最も激しい戦闘が起きているという。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106180-026	37	39	その一つ、ＪＲ蒲田駅から徒歩１５分の「辰巳天然温泉」経営者、竹田五郎さん	による	と「蒲田周辺に湯脈湯脈があるらしく」、最近も川の改修工事の際に湯が出たという。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106168-009	8	10	さらに、安保理	による	経済封鎖決議などの制裁措置についても「人道支援などへのマイナス面もある」と事前評価の必要性を強調。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106193-002	51	53	ウィーンの全欧安保協力機構事務局は五日、現ＯＳＣＥ議長国ハンガリーのコバチ外相の声明を発表し、ロシア	による	チェチェン共和国への武力行使を非難、軍事活動の即時停止を要求するとともに、同問題の解決策を協議するため、ＯＳＣＥ議長特使を九日、ロシアに派遣することを決めた。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106062-002	6	8	国連当局者	による	と、米国と国連は四日までに、アリスティド大統領の帰国などハイチの民政復帰支援で昨年九月から展開中の米軍米軍を国連平和維持活動と二月から順次交代させ、三月には全面的に入れ替える計画で合意した。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106185-007	3	5	訴状	による	と、この技術者は半導体に大容量の情報を記憶させる特許を保有しているが、日本メーカーはこの特許を無視して製品を開発、米国に出荷しているという。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106131-002	7	9	気象庁の観測	による	と、震源地は東京湾で震源の深さは約１１０キロ。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106021-014	10	12	九〇年九月の金丸氏	による	北朝鮮訪問の前後には、同氏と親しかった中尾宏元衆院議員が訪米、ＣＩＡ側に状況を説明したという。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106065-001	21	23	５日の中国日刊紙・工人日報が報じたところ	による	と、市場経済化の進展に伴い数年前に廃止されたコメ、麦などの食糧を低価格で供給する配給制度が昨年から四川省の重慶、遼寧省の瀋陽など内陸部の各都市で復活した。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106005-009	15	17	空爆実施がどのレベルでの決定	による	ものか不明だが、大統領令が再び厳守されていないことは大統領かつ軍最高司令官としてエリツィン氏の指導力、威信にも影響を与えかねない。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106005-010	5	7	タス通信	による	と、五日モスクワで記者会見を予定したグラチョフ国防相もモスクワ行きを中止し、現地にとどまっている模様だ。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106061-001	11	13	チュニジアからの報道	による	と、チュニスで開かれていたアラブ内相会議は５日、イスラム原理主義グループなどによるテロへの共同対処を盛り込んだ共同戦略で合意、閉幕した。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950402032-014	49	51	条約加盟の非核保有国は、発電など平和目的の原子力の利用が軍事目的に転用されないよう国際原子力機関	による	査察を受け入れる義務を課されている。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106003-004	14	16	また、欧州委スポークスマン	による	と、ドイツ、フランス、スペイン三カ国の代表が近くロシアを訪問、チェチェン問題について協議する見通しだ。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106060-002	23	25	イランのラフサンジャニ大統領は四日、ロシア軍	による	チェチェン共和国への攻撃を「誤った行動」と非難。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106155-001	78	80	関西経済連合会の川上哲郎会長は五日の年頭記者会見で、関西国際空港の滑走路をさらに二本増やす全体構想について、一期工事と同様の株式会社である関西国際空港会社	による	建設は不可能という見方を示した。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950404054-021	13	15	社会主義政権崩壊後の内戦	による	死者は三万人を超えるというのに、市民を巻き込んだ戦闘はいつ果てるともしれしれない状況だ。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950402032-016	11	13	その主張は「核保有国	による	核軍縮努力が不足している」「核保有国は非保有国に対する核の不使用や安全保障を誓約すべきだ」「新型核兵器の開発と核実験の全面禁止を早期に実現すべきだ」などに要約できる。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106173-007	27	29	しかし、同共和国に隣接するイングーシ共和国からの報道	による	と、ロシア軍は同日、大統領官邸やグロズヌイ西部の石油化学工場を空爆し、一時はチェチェン側部隊を撃退したが、同日夜までにチェチェン側が再び首都の大半を奪還したという。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106158-014	9	11	ＮＴＴドコモ関西	による	と、携帯電話の契約数は全国で百三十三十九万五千五千台。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950404053-025	29	31	通貨改革の方向としては、ドル、マルク、円の三つの基軸通貨	による	目標相場圏の設定とか、金、石油などの商品バスケットと通貨をリンクさせる方法がある。	1=>D:仲介,2=>D:根拠,3=>D:場合,4=>P:仲介,5=>P:根拠,6=>P:場合,0=>その他
950106061-001	11	14	チュニジアからの報道	によると	、チュニスで開かれていたアラブ内相会議は５日、イスラム原理主義グループなどによるテロへの共同対処を盛り込んだ共同戦略で合意、閉幕した。	1=>P:根拠,0=>その他
950106128-012	3	6	遺族	によると	、松井さんのガイド歴は十年弱。	1=>P:根拠,0=>その他
950106055-004	10	13	マラウイからの報道	によると	、政府の調査委員会は一九八三年五月に「交通事故で死亡」とされた三閣僚、一国会議員の死について、「当時の警察特別機動部隊の指示により殺害、事故に偽装された事件」とする報告書を発表した。	1=>P:根拠,0=>その他
950106065-001	21	24	５日の中国日刊紙・工人日報が報じたところ	によると	、市場経済化の進展に伴い数年前に廃止されたコメ、麦などの食糧を低価格で供給する配給制度が昨年から四川省の重慶、遼寧省の瀋陽など内陸部の各都市で復活した。	1=>P:根拠,0=>その他
950106131-002	7	10	気象庁の観測	によると	、震源地は東京湾で震源の深さは約１１０キロ。	1=>P:根拠,0=>その他
950106180-009	7	10	中西忠夫専務	によると	、「地下でもポケベルは鳴ります」とのこと。	1=>P:根拠,0=>その他
950106005-010	5	8	タス通信	によると	、五日モスクワで記者会見を予定したグラチョフ国防相もモスクワ行きを中止し、現地にとどまっている模様だ。	1=>P:根拠,0=>その他
950106185-007	3	6	訴状	によると	、この技術者は半導体に大容量の情報を記憶させる特許を保有しているが、日本メーカーはこの特許を無視して製品を開発、米国に出荷しているという。	1=>P:根拠,0=>その他
950106045-003	12	15	モガディシオからの報道	によると	、協定は激戦地となった同市同市内ベルムダ地区へのすべての道路からの兵力撤退など三項目からなり、五日午前六時から発効。	1=>P:根拠,0=>その他
950106180-026	37	40	その一つ、ＪＲ蒲田駅から徒歩１５分の「辰巳天然温泉」経営者、竹田五郎さん	によると	「蒲田周辺に湯脈湯脈があるらしく」、最近も川の改修工事の際に湯が出たという。	1=>P:根拠,0=>その他
950106005-006	13	16	現地発のＡＦＰ通信の情報	によると	、ロシア軍機は首都中心部にある大統領官邸に爆弾を投下し、十一階建ての同官邸の六階部分の一部が炎上した。	1=>P:根拠,0=>その他
950106005-007	13	16	さらにインタファクス通信	によると	、市内の別の地区にも爆弾が落とされたほか、市内北部にあるドゥダエフ大統領の住宅付近で最も激しい戦闘が起きているという。	1=>P:根拠,0=>その他
950106173-007	27	30	しかし、同共和国に隣接するイングーシ共和国からの報道	によると	、ロシア軍は同日、大統領官邸やグロズヌイ西部の石油化学工場を空爆し、一時はチェチェン側部隊を撃退したが、同日夜までにチェチェン側が再び首都の大半を奪還したという。	1=>P:根拠,0=>その他
950106158-014	9	12	ＮＴＴドコモ関西	によると	、携帯電話の契約数は全国で百三十三十九万五千五千台。	1=>P:根拠,0=>その他
950106003-004	14	17	また、欧州委スポークスマン	によると	、ドイツ、フランス、スペイン三カ国の代表が近くロシアを訪問、チェチェン問題について協議する見通しだ。	1=>P:根拠,0=>その他
950106062-002	6	9	国連当局者	によると	、米国と国連は四日までに、アリスティド大統領の帰国などハイチの民政復帰支援で昨年九月から展開中の米軍米軍を国連平和維持活動と二月から順次交代させ、三月には全面的に入れ替える計画で合意した。	1=>P:根拠,0=>その他
950106127-003	11	14	ビデオ・リサーチ調べ	によると	全日帯は日本テレビ１０・３％、フジテレビ９・５％、ＴＢＳ８・６％、テレビ朝日７・１％の順。	1=>P:根拠,0=>その他
950106050-002	3	6	同省	によると	、同国南部のハイデラバードにある核燃料工場に濃縮ウランの第一便が到着したという。	1=>P:根拠,0=>その他
950401039-002	23	26	これで一昨年夏、細川内閣が取り上げて以来四次	にわたっ	た規制緩和策が一応の区切りとなったわけである。	1=>P:範囲,0=>その他
950401039-002	23	27	これで一昨年夏、細川内閣が取り上げて以来四次	にわたった	規制緩和策が一応の区切りとなったわけである。	1=>D:範囲,0=>その他
950106007-013	13	16	代金は一昨年一月から四回	にわたり	支払った。	1=>D:範囲,2=>P:範囲,0=>その他
950404053-011	10	13	過去二十二十年以上	にわたり	、主要国は通貨の安定をめぐり、協調の努力をしてきたが、限界が見えている。	1=>D:範囲,2=>P:範囲,0=>その他
950106157-014	3	5	調べ	に対し	、男性は「就職を有利にするため日本人を装った」と供述。	1=>D:対象,2=>D:割合,3=>P:対象,4=>P:割合,0=>その他
950106195-007	15	17	エリツィン大統領はコール首相	に対し	今月中の訪露を要請しているが、ドイツ政府は「時期が悪すぎる」と延期を検討している。	1=>P:対象,2=>P:割合,3=>D:対象,4=>D:割合,0=>その他
950106155-003	3	5	同案	に対し	ては関西空港会社の服部経治社長も強い支持を打ち出しており、この夏に骨格が固まる第七次空港整備五カ年計画に向けて細部の詰めが行われることになりそうだ。	1=>D:対象,2=>D:割合,0=>その他
950106185-002	100	102	大容量記憶素子である１６メガビットＤＲＡＭや６４メガビットＤＲＡＭの製造特許を侵害したとして、米国の技術者と特許保護団体は五日までに、関税法三三七条に基づき、ＮＥＣなど日本の半導体メーカー四社が米国	に対し	て行う輸出を差し止めるよう米国際貿易委員会に提訴した。	1=>D:対象,2=>D:割合,0=>その他
950106129-002	4	6	犯罪者	に対し	て「ムチ打ちムチ打ち」の刑を導入する法案が四日までに米ミシシッピ州議会に提出された。	1=>D:対象,2=>D:割合,0=>その他
950106019-001	29	31	社会党・護憲民主連合の堂本暁子参院議員は五日、参院執行部	に対し	会派離脱届を提出したことを明らかにした。	1=>P:対象,2=>P:割合,3=>D:対象,4=>D:割合,0=>その他
950106049-002	65	67	タジキスタンの反政府イスラム過激派組織の「イスラム復興運動」の軍事指導者、リズボン・サジロフ氏は五日、「ロシアのチェチェン侵略」	に対し	てジハードを呼びかけた。	1=>D:対象,2=>D:割合,0=>その他
950404054-018	29	31	また、ゲリラ各派への武器、資金援助をうわさされる周辺諸国	に対し	ても、関与が事実なら即時停止を求めたい。	1=>D:対象,2=>D:割合,0=>その他
950106022-002	68	70	韓国のハンギョレ新聞は、六日付早版で、米国が、核問題に関するジュネーブでの米朝米朝包括合意により、今月十六日から朝鮮民主主義人民共和国	に対し	て実施していた制裁措置を解除する方針だ、と報じた。	1=>D:対象,2=>D:割合,0=>その他
950106158-011	3	5	取材	に対し	、同病院の事務長は「携帯電話のことは記録になく、九月に辞任した前任者が管理していたので分からないが、特別な介護の必要な病気ではないし……。なぜこんなに多額の室料室料差額になったのか分からない」と困惑、調査したいとしている。	1=>D:対象,2=>D:割合,3=>P:対象,4=>P:割合,0=>その他
950106074-010	39	41	自らにかかる火の粉火の粉火の粉を気にするわけでもなかろうなかろうが、行政改革	に対し	ては「具体的な計画を政府に提案する考えはない」と、官僚への遠慮が垣間見える。	1=>D:対象,2=>D:割合,0=>その他
950106076-002	5	7	ペソ急落	に対し	ては米国政府、国際決済銀行、民間銀行団などが計百八十八十億ドルの金融支援を行う枠組みが固まっている。	1=>D:対象,2=>D:割合,0=>その他
950402033-011	9	11	裁判では、国が市	に対し	て行政事件訴訟法に基づく抗告訴訟を起こすことは可能かなどのほか、情報公開条例で防衛秘密をどこまで公開できるのかが最大の争点になった。	1=>D:対象,2=>D:割合,0=>その他
950106192-004	15	17	一方、朝鮮民主主義人民共和国	に対し	て「北韓の新指導部が、平和を守り、民族共同体の建設への道を歩み出す歩み出すことを期待している」と南北の和解と協力の確立を呼びかけた。	1=>D:対象,2=>D:割合,0=>その他
950106195-003	7	9	首相は大統領	に対し	、ロシアのチェチェン共和国に対する武力介入の規模が大きすぎることに懸念を伝えたという。	1=>P:対象,2=>P:割合,3=>D:対象,4=>D:割合,0=>その他
950106195-004	39	41	コール首相は同時に「チェチェン紛争はロシア連邦内部の問題である」とロシア政府	に対し	て内政干渉的な強い非難は避けることも強調。	1=>D:対象,2=>D:割合,0=>その他
950106158-001	34	36	兵庫県尼崎市の民間の総合病院が、病室に携帯電話を持ち込んだ女性患者	に対し	「充電料」として一日一万円を室料室料に加算、通常の三倍の「室料室料差額」として支払わせていたことが五日、分かった。	1=>D:対象,2=>D:割合,3=>P:対象,4=>P:割合,0=>その他
950106129-002	4	7	犯罪者	に対して	「ムチ打ちムチ打ち」の刑を導入する法案が四日までに米ミシシッピ州議会に提出された。	1=>N:対象,2=>P:対象,3=>P:割合,0=>その他
950106074-010	39	42	自らにかかる火の粉火の粉火の粉を気にするわけでもなかろうなかろうが、行政改革	に対して	は「具体的な計画を政府に提案する考えはない」と、官僚への遠慮が垣間見える。	1=>N:対象,2=>P:対象,3=>P:割合,0=>その他
950106195-004	39	42	コール首相は同時に「チェチェン紛争はロシア連邦内部の問題である」とロシア政府	に対して	内政干渉的な強い非難は避けることも強調。	1=>N:対象,2=>P:対象,3=>P:割合,0=>その他
950106076-002	5	8	ペソ急落	に対して	は米国政府、国際決済銀行、民間銀行団などが計百八十八十億ドルの金融支援を行う枠組みが固まっている。	1=>N:対象,2=>P:対象,3=>P:割合,0=>その他
950106049-002	65	68	タジキスタンの反政府イスラム過激派組織の「イスラム復興運動」の軍事指導者、リズボン・サジロフ氏は五日、「ロシアのチェチェン侵略」	に対して	ジハードを呼びかけた。	1=>N:対象,2=>P:対象,3=>P:割合,0=>その他
950402033-011	9	12	裁判では、国が市	に対して	行政事件訴訟法に基づく抗告訴訟を起こすことは可能かなどのほか、情報公開条例で防衛秘密をどこまで公開できるのかが最大の争点になった。	1=>N:対象,2=>P:対象,3=>P:割合,0=>その他
950106192-004	15	18	一方、朝鮮民主主義人民共和国	に対して	「北韓の新指導部が、平和を守り、民族共同体の建設への道を歩み出す歩み出すことを期待している」と南北の和解と協力の確立を呼びかけた。	1=>N:対象,2=>P:対象,3=>P:割合,0=>その他
950404054-018	29	32	また、ゲリラ各派への武器、資金援助をうわさされる周辺諸国	に対して	も、関与が事実なら即時停止を求めたい。	1=>N:対象,2=>P:対象,3=>P:割合,0=>その他
950106155-003	3	6	同案	に対して	は関西空港会社の服部経治社長も強い支持を打ち出しており、この夏に骨格が固まる第七次空港整備五カ年計画に向けて細部の詰めが行われることになりそうだ。	1=>N:対象,2=>P:対象,3=>P:割合,0=>その他
950106022-002	68	71	韓国のハンギョレ新聞は、六日付早版で、米国が、核問題に関するジュネーブでの米朝米朝包括合意により、今月十六日から朝鮮民主主義人民共和国	に対して	実施していた制裁措置を解除する方針だ、と報じた。	1=>N:対象,2=>P:対象,3=>P:割合,0=>その他
950106185-002	100	103	大容量記憶素子である１６メガビットＤＲＡＭや６４メガビットＤＲＡＭの製造特許を侵害したとして、米国の技術者と特許保護団体は五日までに、関税法三三七条に基づき、ＮＥＣなど日本の半導体メーカー四社が米国	に対して	行う輸出を差し止めるよう米国際貿易委員会に提訴した。	1=>N:対象,2=>P:対象,3=>P:割合,0=>その他
950106195-006	51	54	ドイツは西側諸国の中で最大のロシア支援国だが、チェチェン紛争への武力介入を見逃してまでエリツィン政権	に対する	支援を続けるべきかどうか苦しい選択に迫られている。	1=>P:対象,2=>P:割合,3=>D:対象,4=>D:割合,0=>その他
950106154-003	58	61	ＡＰＥＣには加盟十八カ国・地域の政府関係者や報道関係者が一万人前後出席するとみられ、効率的な情報提供や外国報道機関	に対する	映像提供が重要課題の一つ。	1=>D:対象,2=>D:割合,3=>P:対象,4=>P:割合,0=>その他
950106187-003	40	43	チェチェン内戦の空爆、戦闘による死者の数が増えるにつれて、各国にエリツィン政権	に対する	憂慮が広がってきた。	1=>P:対象,2=>P:割合,3=>D:対象,4=>D:割合,0=>その他
950106195-003	23	26	首相は大統領に対し、ロシアのチェチェン共和国	に対する	武力介入の規模が大きすぎることに懸念を伝えたという。	1=>P:対象,2=>P:割合,3=>D:対象,4=>D:割合,0=>その他
950106169-002	86	89	渡辺氏が四日の講演で次期参院選について「社会党と連合が独占している二十二十三選挙区でも自民党から候補者を出すべきだ」と、選挙協力よりも独自候補擁立を優先する発言をしたこと	に対する	もので、亀井運輸相は閣議後の懇談の席で「三党の協力を壊すような発言は許せない。河野総裁に指導をお願いした。あれは反党反党的言動だ」と厳しい調子で批判した。	1=>D:対象,2=>D:割合,3=>P:対象,4=>P:割合,0=>その他
950106129-003	22	25	昨年、話題になったシンガポールの米国人少年	に対する	ムチ打ちムチ打ち刑論争にヒントを得て、トム・キャメロン州下院議員が提案した。	1=>P:対象,2=>P:割合,3=>D:対象,4=>D:割合,0=>その他
950106195-005	25	28	ロシア政府への慎重な気配りをみせ、チェチェン問題	に対する	歯切れの悪さを印象づけた。	1=>D:対象,2=>D:割合,3=>P:対象,4=>P:割合,0=>その他
950405043-005	13	16	間髪を入れずオウム真理教	に対する	捜索が始まり、三菱・東京両銀行の合併で世界一のスーパーバンク誕生というニュースもあった。	1=>D:対象,2=>D:割合,3=>P:対象,4=>P:割合,0=>その他
950106057-002	33	36	米共和党のドール上院院内総務は四日、ボスニア・ヘルツェゴビナ政府	に対する	国連武器禁輸決議の一方的解除を求める法案を上院に提出、新議会開会初日からクリントン政権のボスニア政策に正面対決する姿勢を示した。	1=>D:対象,2=>D:割合,3=>P:対象,4=>P:割合,0=>その他
950106221-005	34	37	だが、その後「日本女性をことさらに蔑視する和製英語」というこの言葉	に対する	批判が幅広く支持を得ていくなかで、次第に聞かれなくなった。	1=>D:対象,2=>D:割合,3=>P:対象,4=>P:割合,0=>その他
950402033-005	23	26	訴訟の対象になったのは、Ｐ３Ｃ対潜対潜哨戒機	に対する	戦術支援や指揮管制を主要任務とした海上自衛隊那覇基地内の対潜水艦戦潜水艦戦作戦センターである。	1=>D:対象,2=>D:割合,3=>P:対象,4=>P:割合,0=>その他
950402032-016	37	40	その主張は「核保有国による核軍縮努力が不足している」「核保有国は非保有国	に対する	核の不使用や安全保障を誓約すべきだ」「新型核兵器の開発と核実験の全面禁止を早期に実現すべきだ」などに要約できる。	1=>P:対象,2=>P:割合,3=>D:対象,4=>D:割合,0=>その他
950404054-013	64	67	国連は昨年から本格的な調停に乗り出し、ミスティリ元チュニジア外相が国連特使として現地入り、ゲリラや部族代表、宗教関係者らと交渉	に当たっ	ている。	1=>D:状況,0=>その他
950404054-013	64	68	国連は昨年から本格的な調停に乗り出し、ミスティリ元チュニジア外相が国連特使として現地入り、ゲリラや部族代表、宗教関係者らと交渉	に当たって	いる。	1=>N:状況,2=>P:状況,0=>その他
950106181-007	21	24	関東では三峰神社がオオカミ信仰の「本家」	に当たり	、ここでは狛犬の代わりをオオカミが務める。	1=>D:状況,2=>P:状況,0=>その他
950106184-005	11	14	六日はイタリアの休日	に当たる	ため、調停は事実上来週に持ち越され、暫定政権の行方は混とんとしてきた。	1=>D:状況,2=>P:状況,0=>その他
950106171-002	37	40	大出俊郵政相は六日の閣議後の記者会見で、光ファイバー網などの先行整備期間	に当たる	二〇〇〇年までの情報通信政策ビジョンと、無線系通信サービスのマルチメディア化に重点を置いた一九九五年の主要施策を明らかにした。	1=>D:状況,2=>P:状況,0=>その他
950106171-003	57	60	それによると、二〇〇〇年には、現在十六兆円のマルチメディア市場が五十五十九兆円にまで拡大し、現在の雇用の一・九倍	に当たる	百九十九十九万人の新規雇用を生み出すと経済効果を試算している。	1=>D:状況,2=>P:状況,0=>その他
950106023-002	17	19	金額で賃上げ要求を行う連合の方針	に従っ	たもの。	1=>Q:相関,0=>その他
950106023-002	17	20	金額で賃上げ要求を行う連合の方針	に従った	もの。	1=>D:相関,0=>その他
950106046-008	18	20	国務省のマカリー報道官は自主的帰還	に応じ	なければ強制送還の手続きに入る考えを明らかにした。	1=>Q:相関,0=>その他
950106074-003	23	25	「それぞれ長い歴史と必要性がある。時代の変化	に応じ	、今後議論の材料とすることが適当だ」とし、続いて日経連の永野健会長が「四つ必要だからある。皆さんの迷惑になるという声があるなら真剣に議論する」と胸を張った。	1=>Q:相関,0=>その他
950106046-004	12	14	しかし、三日までに提案	に応じ	たのは一割強の五百五百四十四十人。	1=>Q:相関,0=>その他
950106046-004	12	15	しかし、三日までに提案	に応じた	のは一割強の五百五百四十四十人。	1=>D:相関,0=>その他
950106021-008	11	14	情報提供者には、地位	に応じて	、現金で月十万―二十二十五万円をホテルなどで手渡したという。	1=>Q:相関,0=>その他
950106080-002	47	50	今月中に新制度を発表するが、改革の柱は給料増を前提としたベースアップ方式を見直し、本人の実績	に応じて	年収が上下するよう“年俸制”的な柔軟性を持った賃金体系へと改める点だ。	1=>Q:相関,0=>その他
950106155-007	30	33	この方式の場合で、財界は施設整備費を負担する関空会社の増資	に応ずる	形となる。	1=>Q:相関,0=>その他
950404053-010	14	18	世界の国民総生産の四分の一	に過ぎない	米国のドルが、国際通貨の六割のシェアを維持することに無理がある。	1=>M:相応,0=>その他
